Topic,Count,Name,Representation,Representative_Docs
-1,76,-1_taste_bad_like_things,"['taste', 'bad', 'like', 'things', 'dont', 'person', 'choices', 'think', 'likes', 'example']",
0,95,0_taste_bad_person_things,"['taste', 'bad', 'person', 'things', 'people', 'say', 'think', 'good', 'means', 'like']",
1,44,1_like_things_just_care,"['like', 'things', 'just', 'care', 'maybe', 'people', 'plain', 'gaudy', 'dont', 'appealing']",
2,25,2_person_people_things_loud,"['person', 'people', 'things', 'loud', 'likes', 'colors', 'sophomoric', 'drama', 'qualities', 'bold']",
3,16,3_art_dont_taste_bad,"['art', 'dont', 'taste', 'bad', 'like', 'opinions', 'person', 'work', 'think', 'say']",
4,11,4_means_usually_like_quality,"['means', 'usually', 'like', 'quality', 'acceptable', 'racist', 'horrible', 'looks', 'person', 'taste']",
5,11,5_music_shows_enjoying_tv,"['music', 'shows', 'enjoying', 'tv', 'enjoy', 'movies', 'bad', 'rap', 'simple', 'entertainment']",
