Topic,Count,Name,Representation,Representative_Docs
-1,38,-1_quality_poor_dont_art,"['quality', 'poor', 'dont', 'art', 'understanding', 'clothing', 'usually', 'value', 'negative', 'content']","[""In my opinion, the term 'bad taste' isn't as relative. It means that a particular work of art is considered to be of poor quality by an overwhelming number of observers.     "", 'usually trashy, bad humor, poor technique, poor quality', 'Usually it is about gaining noteriety at the expense of quality. It is a the immature desire tp shock others in negative ways and usually means poor quality.']"
0,106,0_say_dont_likes_example,"['say', 'dont', 'likes', 'example', 'usually', 'does', 'different', 'mean', 'doesnt', 'opinion']","['Bad taste can be different to everyone, for me it would be something I dislike. An example: if I dislike a piece of art and someone else likes it, I would say this person has bad taste in art. ', ""Someone has a bad taste in something when they enjoy something I do not; for example I would say someone might have a 'bad taste' in movies if they watch a lot of rom-coms. Someone else could also say that they have a good taste in movies; it is very subjective."", 'When I say that someone has bad taste, it means that in my opinion, the things that person likes is very different from the things I like, so, therefore, they have bad taste.']"
1,61,1_dont_choices_care_make,"['dont', 'choices', 'care', 'make', 'maybe', 'poorly', 'gaudy', 'art', 'value', 'andor']","[""They are usually just drawn to the flashy, lowest common denominator type of content or aesthetic. I'm all for well crafted, trashy tv or trendy, soon-to-be-forgotten fashion but it's like any diet: variety is something that is a benefit."", 'Raunchy choices and/or a big member of the ""see me"" group who seem to make choices only for attention and no other reason', ""I think that the person doesn't think very hard about their decision in regards to aesthetic choices. I also think that they may not think about how individual pieces of their choices fit together to form a big picture, as well as never evolving their taste.""]"
2,18,2_loud_sense_colors_shows,"['loud', 'sense', 'colors', 'shows', 'qualities', 'character', 'boo', 'drama', 'bold', 'similar']","['I think of someone who is loud common uncouth tacky or crass. I think of tacky attire and loud colors not bold but loud colors. ', ""Someone who may have their own ideas about the aesthetic qualities of objects which generally go against beliefs held by most people in society. Someone who has a sense of humor that is sophomoric and doesn't realize that others may take offense. A person who can't distinguish the qualities that make items desirable to the majority."", 'Someone who watches conspiracy theory shows and drama based reality TV about people’s personal lives. Ancient Aliens and similar shows acively try to mislead people. Shows like Honey Boo Boo and similar just encourage drama amongst the people involved.']"
