Topic,Count,Name,Representation,Representative_Docs
-1,28,-1_art_fashion_enjoy_value,"['art', 'fashion', 'enjoy', 'value', 'appreciate', 'similar', 'work', 'shows', 'agree', 'believe']","['Typically they have some education about the field of art and it has greatly impacted what they like and how much they value it. regardless of the field, it tends to allow them to value all artistic endeavors with a discerning eye or ear.', ""I would like to acknowledge that there are shows that I watch that are not 'art.' However, I recognize that they are not art. The shows that do transcend the medium and are critically and artistically acknowledged, are considered 'good taste.' Those who enjoy these shows are showing they have good taste."", ""What I mean by that is they have a taste similar to mine or one I can appreciate. People who enjoy the same type of books or movies or art.  Though I can understand someone may have exceptional taste and I don't agree with it.  Such as enjoying Rothko's art or Wharton's novels.  ""]"
0,116,0_say_mean_usually_subjective,"['say', 'mean', 'usually', 'subjective', 'example', 'food', 'quality', 'enjoy', 'sense', 'certain']","['I think that it\'s just a knee-jerk phrasing. I usually just mean - when I say that somebody has good taste - that they have a similar taste to me. Like, ""Oh! We could get along!"". That\'s usually what I mean.', 'When I say that someone has good taste, it means that in my opinion, the things that person likes is similar to what I like, so, therefore, they have good taste.', ""Someone has a good taste in something when they're perceived to like something similar to myself. We see 'good taste' in a certain subject as something that we also enjoy. For example, I would say someone has a good taste in food if I perceive that they like similar foods to me. Having a good taste is subjective and aligns closely with my values.""]"
1,79,1_choices_appreciate_look_appealing,"['choices', 'appreciate', 'look', 'appealing', 'quality', 'way', 'pleasing', 'generally', 'refined', 'style']","[""They appreciate things like the writing style, colors and shades, and the way they work together. They don't often go for the gaudy or obvious but appreciate the subtleties of art.  "", 'That their preference of music, art, clothing, movies, etc. is appealing, interesting, fun, exciting, likeable, good to look at or enjoy, or just appealing in every way.', 'Generally it means I agree with their aesthetic choices and they choose things that look good. ']"
