original_index,0,1,2,3,4
0,0.10300885256096298,0.07087471486012996,0.06317539994806416,0.11624437112174613,0.3210819513450774
1,0.2960637885866845,0.09716268788145589,0.0871353664505091,0.15192820785893094,0.24019964753330716
2,0.6331019746253855,0.0745805023876325,0.08867786939375405,0.099291224118351,0.10434842947487694
4,1.1809432779219226e-308,1.0,1.0182177506698163e-308,1.4563571929768098e-308,1.2735020755800905e-308
5,7.823109143954517e-309,1.0,1.287283215303488e-308,8.608840336516185e-309,8.535688672128715e-309
6,0.39252575271478385,0.11398624330333383,0.09527302117459523,0.18017301576808137,0.21804196703920578
7,7.62832241354532e-309,1.0,1.100814374643688e-308,8.327889073548516e-309,7.813792034752566e-309
8,8.945122801530064e-309,1.3418837020270816e-308,1.0,8.97519512942214e-309,9.8028174428375e-309
9,0.13016724241352648,0.04969810471206984,0.06281788426432443,0.06750513033617304,0.0682266990232088
10,0.5930132211066735,0.06890884319365145,0.04013915879638096,0.1465134099201792,0.09007981248312431
11,1.0,6.52670478754067e-309,7.599133321393767e-309,8.99600626852135e-309,9.77298247892766e-309
12,0.12406887075257848,0.11152347542432227,0.044437487206563375,0.0972760684996011,0.06782009481465122
13,0.10664213368596497,0.1013330978597555,0.04469047232796861,0.08068458151892334,0.06293430863890807
14,1.0,7.549273736484307e-309,8.93246660320544e-309,9.23888290378942e-309,1.241612547495988e-308
15,1.0,7.59288262920938e-309,9.07303471444154e-309,9.750007251118634e-309,1.2832343555481255e-308
16,0.11851240271109775,0.07272639081148889,0.04345288396406939,0.5970538732031995,0.13980789209288372
17,0.10688840450228033,0.5146039589612457,0.1691062237895376,0.10993299732204222,0.09946841542489418
18,7.38321646264405e-309,1.0,1.066847456883037e-308,8.10076013110837e-309,7.585074341679013e-309
19,1.0,7.410348286775317e-309,9.177439385819823e-309,9.17906254293015e-309,1.1766940935439257e-308
20,1.0095043982677544e-308,1.0,1.4956242057123964e-308,1.0431390618659215e-308,1.1816139787174576e-308
21,0.059700927397617946,0.20640954135877373,0.10294369387315216,0.060706857068656764,0.055155885597207674
22,0.5126242504389759,0.09516565354470245,0.10424319220146262,0.13014293369861632,0.15782397011624275
24,0.056133418410234295,0.04819479655423335,0.1017473838084898,0.04602359362589797,0.05224520414806194
25,0.6336383118845954,0.0751804954950833,0.0828999489653159,0.10135556605297942,0.10692567760202595
26,0.10434971799033303,0.052687845139918074,0.04028316284825403,0.17859855877569975,0.23613631185667794
27,0.09396465855298232,0.6263300082039279,0.08182532144493175,0.11014987867151407,0.08773013312664395
29,0.05461524800621604,0.7350784861475008,0.09557922173835406,0.05763019689606388,0.05709684721186519
30,0.5471870841872258,0.08953214192920281,0.10448404014316848,0.1191993615560377,0.13959737218436524
32,0.11631244652407721,0.13200996638925674,0.06371781148249879,0.19981940242948834,0.2009745252785986
34,0.07016336786083598,0.67584476351035,0.10013974255739318,0.07849472574679747,0.07535740032462329
36,0.1633214144216187,0.06419269393231077,0.0709318617625326,0.07831747213193842,0.09390195845209791
37,0.36710585178419636,0.11828552985736841,0.11707368835746554,0.1644954887009211,0.23303944130004856
38,1.0,6.94107899483944e-309,8.221790433431235e-309,9.741766480440337e-309,9.521810103255247e-309
39,0.09753577788934299,0.05628500848448316,0.053817615899629224,0.09126267549250094,0.3441368116729614
40,1.0,1.557948206113006e-308,1.0032436311116096e-308,3.363985066137522e-308,2.442561636443855e-308
41,0.06404377247086093,0.154014224748725,0.07332952925113988,0.06695762380963637,0.05940348994857875
42,0.053864268191882,0.0845022597012896,0.6180513915294947,0.05268525096020549,0.05788038482806546
43,0.36575719830077497,0.1184879777855256,0.10512510551127631,0.17659608727289597,0.23403363112952721
44,1.0,1.416957584614313e-308,9.484230163403964e-309,3.3304428601394795e-308,2.659047183526158e-308
45,0.07325676886413536,0.2225058564647062,0.03846130336698438,0.08914803350238451,0.056128635960126814
46,0.6827952095635639,0.06107643479241058,0.07899314462704528,0.08232253025283312,0.09481268076414721
