original_index,0,1,2,3,4,5,6,7,8
73,0.045903383035002146,0.04280547751159251,0.032576122633905344,0.06339774875813611,0.028808816196163427,0.08059943680584843,0.06043920836384717,0.19656297682406823,0.046102014827253845
74,4.572628085985694e-308,2.048884063440054e-308,2.7991714222155793e-308,1.0,2.056489639072493e-308,2.8716344527779374e-308,3.562682740769672e-308,2.398864180830878e-308,4.51531507907072e-308
75,0.042406089268574906,0.03367298833781972,0.056951298403016964,0.04660806365416737,0.22680229000111282,0.030793368615678437,0.031277139204977,0.028345329291496663,0.0339139161079474
76,0.06390092321372512,0.060427828391472975,0.0415990825499842,0.06767393154817218,0.03946156620260303,0.06773060100043522,0.10340799347800166,0.12392749024657836,0.049125418578862205
78,0.04763291644300063,0.18206567840805823,0.07273579884901618,0.06875467335780357,0.05776140391007242,0.061587675510279195,0.049783238535781635,0.10891589161009416,0.05188846425286713
79,1.0,1.6994313744358764e-308,2.480226934118141e-308,2.993253710198266e-308,1.7766015660129716e-308,1.65713599977496e-308,2.7178749993660493e-308,1.4693549557908134e-308,3.1952212097468767e-308
81,0.2199344092790387,0.051633929308522154,0.05748387702468176,0.09438561797584143,0.052805337738451676,0.05825366830425844,0.1222260273814177,0.051957310577480625,0.07575908518685906
82,0.04723641491452178,0.2148253639952051,0.1037798642241707,0.054322404238304776,0.050446891921353494,0.03948625363778782,0.03781244621886629,0.05063087124119046,0.043791759282833326
83,0.19139352169507193,0.06032687977268208,0.09799158245044598,0.0998064522447234,0.06645595950100894,0.04920181525242573,0.070552016429037,0.04643034812721009,0.07769830793947985
84,1.813477538403044e-308,2.635717510011196e-308,1.654522454620717e-308,2.5834764887259553e-308,1.481185275360755e-308,3.095988153777906e-308,2.276852334107795e-308,1.0,1.920073930614574e-308
85,0.05608981228960875,0.07705177463231476,0.4211633668179306,0.062425155003733454,0.11533613493329947,0.04248837104786678,0.03970214805243799,0.04494351798360954,0.05020989225543253
86,0.856374195223143,0.012211652896909116,0.014149524727134247,0.022818038058320674,0.01308370915158273,0.013691068779880121,0.03612163023155793,0.012778566686656018,0.018771614244816243
87,2.2467166219273143e-308,2.843274710260975e-308,1.0,2.464832035402895e-308,2.8394689499398964e-308,1.527743999531404e-308,1.4653114054234404e-308,1.577836317571299e-308,2.026692309637143e-308
88,3.953468496969255e-308,1.717146101853834e-308,1.5566308608853164e-308,2.9286685993178774e-308,1.481483565544314e-308,2.5175747252787115e-308,1.0,2.578542438493936e-308,2.2270921640443287e-308
89,0.07892663761468834,0.0502988102716015,0.06570622430517309,0.4235931618202649,0.045040611172900764,0.07166791140113779,0.06729282326302845,0.06032523157919992,0.11234818241727083
90,0.2771404872647687,0.06240589190453479,0.09927628878446049,0.11995431412791793,0.07770745902874383,0.060614440279141334,0.09699931602373248,0.054509693420383726,0.10188320688232996
91,0.564826601770924,0.046042393250595434,0.05375381912886404,0.07134319631923956,0.04798008517159039,0.04104116445918747,0.07770218782366334,0.04029265200088854,0.057017900075047034
92,0.031869099480545414,0.02830284874335742,0.044904149170571075,0.034568072115453034,0.6966399663212107,0.024856771208393743,0.024512869192581152,0.023821888641353352,0.02578434531382646
