0,1,2,3,4,5,6
1.0,1.057491701511232e-308,8.383052771882465e-309,1.721878627235531e-308,1.831717680125992e-308,1.4869513660773166e-308,1.7478251067641163e-308
0.17659140780388,0.054858292423162806,0.046506587521717865,0.08065368395924602,0.15156296899003724,0.09915498992286197,0.08068323199896854
1.5297525197775566e-308,2.50930021908423e-308,1.2418737099483513e-308,2.3859647844971735e-308,2.0331422877740604e-308,1.0,1.274353482729326e-308
0.08101200137968906,0.23139352988382297,0.058393271070112,0.12098703155329683,0.08728733032730777,0.16575736791407852,0.08927076196570857
0.11635916618765492,0.04427908150321172,0.048963374093153045,0.057631834964066375,0.2805667422726451,0.0794668328280114,0.06598668085926357
0.08473465574404161,0.2571273188394497,0.06703635584221762,0.12955144200068505,0.09729359443689194,0.21768374271748644,0.08994971216691129
1.9408453883938743e-308,1.0758756675589505e-308,8.245803037306883e-309,1.159813210640733e-308,1.4837150453292717e-308,1.0944300223777175e-308,1.0
0.4816203624041693,0.04991942203988075,0.047590285803027994,0.06788593345683595,0.15643795618387576,0.07567735303245704,0.10814454868231343
0.24030852834529356,0.07715260541460474,0.05750424010969252,0.1274855135630851,0.11703131530328427,0.10472999871770518,0.09636244993948623
1.0,1.1933259513206435e-308,8.968447534721107e-309,2.163481711018796e-308,1.747227980148971e-308,1.5769932069792847e-308,1.6908571209040156e-308
0.07458605249586231,0.06895961875908406,0.03429101052305712,0.5340951141044407,0.05218877425111698,0.08604511763062475,0.04328028390626321
1.0,1.0312265529801135e-308,7.894601028263353e-309,1.628788587959032e-308,1.6966331819693025e-308,1.461709736024794e-308,1.6999398753197017e-308
0.6182000603299892,0.048848934194002686,0.039260704497529414,0.0841442023882806,0.07549238300979676,0.06400076650916132,0.07005294907123989
1.0,1.053283427812486e-308,8.656103434851387e-309,1.6271303348601484e-308,1.7544042183131793e-308,1.3471009851340027e-308,1.909147565763498e-308
0.037259135591476394,0.03727735888510835,0.45631096309959823,0.03734654256339646,0.062360370878578715,0.04899538704381337,0.03278335383095553
1.022354292142781e-308,1.0,9.16958019443773e-309,1.6465402350634467e-308,1.0287616119480164e-308,1.6093820910979336e-308,1.0966914076445077e-308
0.09060536932526796,0.3383272621498909,0.07506352414407305,0.12876613571162507,0.09780806609227176,0.16253635363678534,0.10689328894008603
0.043705614538867024,0.1148956835755876,0.02636614861693421,0.17881895010565346,0.03465197571018817,0.05440996390804638,0.034922983828637434
0.08572259961198524,0.38638210958508806,0.07155116479683593,0.12445607981412529,0.08902676368287171,0.14434996157575075,0.09851132093334308
0.07942269811949489,0.031342645499873596,0.025443064099229973,0.0369910931075212,0.05022720102603681,0.03453701371869768,0.28577105164532485
0.5359632041369675,0.051237426876899944,0.04490588308712751,0.07567537783395253,0.1191578598444626,0.07807949534739744,0.0949807528731927
0.06787831332045396,0.41131611115989175,0.058416619103798355,0.10828100062120233,0.07169623281885072,0.11741005598440231,0.07595645402743534
0.4468480136078652,0.05498574149050975,0.045528102281407065,0.09949840936669432,0.0942004063118409,0.08037086707223229,0.07443031257433626
0.02749271600313591,0.028103121665879017,0.5554029716407333,0.027381849858052566,0.04407297100507323,0.034672131026305626,0.02510034036690165
8.723096248404487e-309,9.61604626607645e-309,1.0,9.15728428100276e-309,1.3687503483422657e-308,1.1819066069128665e-308,7.948495925174103e-309
1.0031428429586733e-308,1.0,8.952115316323237e-309,1.587894419219335e-308,1.0181383106208056e-308,1.572932062806901e-308,1.107528440024199e-308
0.5410393210607256,0.05687207361493382,0.04566069021895908,0.10365314302659304,0.0930603056443321,0.08279183352861115,0.07692263290584513
0.06638610819886256,0.24649961947294047,0.07000706856155459,0.09766204105452514,0.07825748265995919,0.12496016240775881,0.07192881717637269
0.09604384486935544,0.05038351860728102,0.05323504924393914,0.059742925549606196,0.28080966699087473,0.09343107305423823,0.07016640040515584
0.5721115153147657,0.050582178650782274,0.04384979955497832,0.07421367535076694,0.09230753563399732,0.06412648725817215,0.1028088082365374
0.5965822654069679,0.052131171837479034,0.038558247318867374,0.08711536265927088,0.07730223878599679,0.06579090004208565,0.08251981394933226
1.0,1.020924431800577e-308,8.40024719725379e-309,1.5710900236279186e-308,1.9305490460092234e-308,1.4356239739869255e-308,1.871259438433211e-308
0.07382906227825821,0.14886834038804808,0.06964051875251737,0.13125958650421948,0.0971153728351723,0.34412720366733773,0.059799427272339216
0.19000922830743527,0.05812742581861674,0.062481209671209834,0.0879201899359194,0.15097286364087736,0.09100753096105578,0.08354406699478067
0.08400868197509548,0.3744829588092532,0.07347200552268289,0.12215586796041057,0.0921285020570038,0.1567385108649823,0.09701347281057175
0.08617171462583495,0.30611558286387286,0.06846347764883978,0.12383931114753953,0.09269610009208164,0.15837547340187588,0.10056182833512271
1.0,1.033912610221368e-308,8.107386975540845e-309,1.5841899639434587e-308,1.792256027433329e-308,1.4172635335321705e-308,1.9261720076431683e-308
0.2848367479110553,0.06141139384836293,0.05655566180168606,0.09772215002490378,0.1638307565155154,0.10768999171250115,0.08637765150379907
0.06481828743100758,0.06976612886924807,0.04343037512004143,0.09143778878246711,0.08703513625971669,0.5437581204107973,0.047051249558632754
0.38919542259351353,0.056332039251341705,0.044586742226810624,0.0807521360930335,0.0929132092372818,0.06854429614619274,0.13084079749034228
0.6288044532314696,0.04664497069498417,0.03596242878805967,0.08027470832859383,0.07382513802709603,0.06500600623109509,0.06948229469870157
0.16439661560900234,0.07543674669034196,0.04231188369757367,0.13095559167172713,0.07928657822989686,0.08562630401872344,0.08499293494588513
0.31387727860128145,0.06413076240054169,0.06464199896035148,0.0900286012793593,0.16956866589435693,0.08975837516788039,0.12349852149042237
0.026194409174510727,0.032699365074052286,0.05686018331468909,0.029399310122545017,0.042509620494066716,0.040000627175731586,0.024514919721053956
0.04899102090078609,0.04561305011844077,0.35197152218825584,0.046969102023170214,0.0845370477318692,0.061646998559978905,0.04213013171404637
0.08953275483398573,0.07449701368507228,0.04374574405826423,0.28262104447319897,0.06310462304684601,0.09624162697769773,0.049181080387246875
0.0411857747878625,0.04017177296976773,0.5601629872527828,0.040459839653639036,0.06848674996185135,0.052647275334037916,0.03608585001013106
1.0,9.914496780316224e-309,9.81684825390543e-309,1.392702392762334e-308,2.8377493653975704e-308,1.4571089501643326e-308,2.028335136312683e-308
0.550571436455005,0.05581550768149997,0.04515957404644104,0.09618017521773843,0.09232517939836504,0.07812337171243129,0.08182475548851936
1.0,1.1300307347808206e-308,8.932510793496753e-309,1.873912374493382e-308,1.6913514193005314e-308,1.4283158799528287e-308,1.7325457340611643e-308
0.09647308293051245,0.055340559954357695,0.05479983066904437,0.06834900787270509,0.25007003017092466,0.10722617193934174,0.07155379518356461
0.09703761259527166,0.04369470601345059,0.05111024749618082,0.05182283879725402,0.5841512814795664,0.07561155084137546,0.0643962854199608
0.07918669674535929,0.04937699529410082,0.028286450893556966,0.19051759838722748,0.04672537179634081,0.07123651664058786,0.03857046201147162
0.07021759844031834,0.23943012205848058,0.0616447486983693,0.10836554636377535,0.07951688616320322,0.15409376559324028,0.07469909765251823
0.10200469946340257,0.05526295897306307,0.08390886109308437,0.06902768452710167,0.20849353368399312,0.08880411047445279,0.06719828706062676
0.07344365599272856,0.4580462007524519,0.06468049066092466,0.11103755875737806,0.07816258952758282,0.13201032179550456,0.08261918251342944
1.0,1.1168017422632364e-308,9.000561604283446e-309,1.6945228606341266e-308,1.769950979389044e-308,1.370893474597116e-308,2.0865032270984004e-308
0.05181229172863753,0.6302689979480516,0.04592528859671581,0.08109227962011566,0.05272349660527853,0.08196523723622405,0.056212408264976844
0.02917471211835029,0.07404412511697539,0.031180781179243534,0.05357928604163962,0.037410684430056136,0.10995416417399563,0.026017151830345205
0.08456039038742709,0.35869133768770994,0.07699422867534382,0.12219717516106854,0.0960692909745762,0.16322220715664407,0.09826536995723034
0.029989208288914833,0.04002331153849124,0.02816756528868255,0.03533650099599976,0.03739577938834861,0.0403735513528761,0.030241631088336805
0.07588836704900788,0.45542384791035395,0.06491771334490029,0.11214620340280143,0.07865853193190822,0.1262951517253497,0.08667018463567841
0.08551903894979049,0.35414659822570055,0.07814549553716445,0.12335076580563016,0.09744701236038197,0.1612588259803889,0.10013226314094362
0.08189569421259527,0.4069473074471143,0.0744697976915468,0.11385074851538006,0.09053508591951324,0.13334266927977165,0.09895869693407869
0.6022692574822703,0.04350612079431721,0.0328003191206354,0.06653858748491556,0.07463667019021118,0.06323817468800706,0.07461481142147035
1.5548139906249025e-308,2.467067322061908e-308,1.2400139787709554e-308,2.4472744557710115e-308,2.03535699796703e-308,1.0,1.260292818086408e-308
0.08432325712645507,0.2384598377449768,0.0712098381017071,0.126937396939202,0.10107949950027925,0.2333383282915646,0.08802866404349871
0.4505810314538341,0.059251414082070325,0.05653795667170357,0.08620014733647496,0.131933002085917,0.08159642933781222,0.11329790475331174
9.921252388740845e-309,1.0,9.22628589262365e-309,1.5772558077233065e-308,1.0249417866851794e-308,1.636344744785474e-308,1.0658708004564375e-308
1.2393817246241446e-308,1.0,1.0227338378748706e-308,2.710878721677888e-308,1.2318663875628444e-308,2.368324992452829e-308,1.189119690368359e-308
0.4097968285488164,0.05180280665198035,0.03891591910419073,0.07941934744090168,0.07232061890762358,0.0604847387651746,0.08245668580954531
0.5528041770220004,0.05355333779925634,0.04109153695330404,0.08286358375312969,0.08693832335198257,0.06920671477943807,0.10064875149740801
0.2522803503949257,0.07010895752218657,0.04506191018628013,0.138497327025379,0.0840277252417713,0.08661919707693001,0.08396494058300319
0.04332576197146849,0.5616014103627769,0.03497446332220755,0.08420738234801521,0.04042720487239655,0.0648198166603699,0.042844975987551985
0.05847621614897257,0.22123009675005537,0.051445617483781736,0.11092280161058314,0.06710367505148848,0.19696992401729,0.05642791180281682
0.09157871950042246,0.33122695639848804,0.07801807432710588,0.1256008676344574,0.1012194710232729,0.16142349658540162,0.11093241453085168
0.0761817463378928,0.07209906269676138,0.033714860185611636,0.3974557392847378,0.04945081583724277,0.07240269889582097,0.04512979757517381
0.11717120050315305,0.0641483817964933,0.05190453638940378,0.08327283216596207,0.18875140107678454,0.1268165894033234,0.08457269301548079
0.07262033191090127,0.22876788368911213,0.06144396859226629,0.1139902426153903,0.08599693692404219,0.2151756750181986,0.07639442347445022
