original_index,0,1,2,3,4,5,6,7
43,1.0,1.0281884584430647e-308,1.030535739891927e-308,2.039872549238407e-308,2.350759580106595e-308,1.8583455132472596e-308,1.428519201748246e-308,1.314681559073581e-308
44,0.1968081741138727,0.04189740038252122,0.05230255030889352,0.09511330929023343,0.16311485180930482,0.060450882893413424,0.07653351852912038,0.05776984020222189
45,0.053166266083917633,0.05351359482760103,0.053479723795974925,0.08912455483775927,0.09282735719817647,0.03955032053395446,0.37331741449533373,0.07287958398854869
46,1.0,1.1011077970102195e-308,1.1009046901940257e-308,2.056662443072678e-308,2.1765984340261755e-308,2.3122027949933306e-308,1.385927134439108e-308,1.431385286662005e-308
47,1.0,1.0767195533148964e-308,1.050455130337432e-308,2.3793158372669694e-308,2.314009648387872e-308,1.6924121470365687e-308,1.5059603980484213e-308,1.370904103391e-308
48,0.13212615768782401,0.05549481343809174,0.04435268600690801,0.16180580569460085,0.08115938466520381,0.06577256265984312,0.07168835657623825,0.0776462860340146
49,0.28454051258331714,0.04877565913227641,0.06788811294837871,0.10311263685263139,0.14477248330059497,0.08751869681990564,0.07839003808973899,0.0760742774564553
50,0.039608943657393265,0.04161604446698485,0.07684947815987205,0.04930426381231106,0.05978591161786223,0.04195953720590424,0.0722432340277827,0.5311036023937781
52,0.04510016233896503,0.03343210170449232,0.261640629522387,0.05163538128524734,0.08051890986141463,0.037887831494353305,0.0725348478874594,0.0756034892594508
53,0.06298965951081406,0.04349102374191498,0.03887614348385225,0.3968775618225503,0.050920115125872766,0.03472830509787674,0.06543808115692928,0.07378076727769149
54,0.043828528768416475,0.03419952222913392,0.369084011143729,0.050666152693848734,0.07778578253531773,0.03746928219262952,0.07332072648735997,0.0766897174989978
55,0.5930192361944872,0.03314887399063599,0.042902113433067754,0.06194038077901885,0.10714726410077775,0.06407592115888361,0.05171506746095442,0.046051142882174406
56,0.4476305263679494,0.046864072060162784,0.04894066237100625,0.11830550973103078,0.11494678096275796,0.06660437255335303,0.07122378263090463,0.06095768436986579
57,0.3480570635556062,0.06098482522862245,0.059320376971442504,0.16550823040738208,0.12017395956938093,0.08342549440280371,0.08380528765108772,0.07872476221367437
58,3.251987545820352e-308,1.379521967501164e-308,1.735769879664264e-308,2.272813919664164e-308,1.0,1.916034782903973e-308,2.880902103672122e-308,1.8997471847171445e-308
59,0.098938930705317,0.040456374446083264,0.057397399925178116,0.05952522909325024,0.45353833549198636,0.06109045096477803,0.08084939769780858,0.0625009364009034
60,0.06009601635331199,0.0351274805379162,0.02941730703863067,0.33496556181963594,0.049143850297324904,0.031221483422544008,0.05541609996025703,0.0490434284180674
61,0.03957914072293396,0.15130545223292993,0.041526657884876444,0.06380089899518064,0.05472521702870771,0.04046312310349095,0.10313403799479029,0.06666518187915457
62,0.0772457521170172,0.03763034770910023,0.0865948493291586,0.07118332147622472,0.1841824827226387,0.05045948150877401,0.0820306683096491,0.07007503958645774
