original_index,0,1,2,3,4,5,6,7,8,9
103,0.03539292979188,0.05799839299134408,0.06031313339527574,0.03447631574466656,0.0672407901938162,0.04358388466035127,0.04323222516796064,0.04347538807065154,0.05689789428474518,0.05012888482507586
104,0.37904901947061986,0.0790284806203777,0.05496472586219041,0.05009860004620199,0.056036329057671176,0.06626867262170176,0.0731504332733167,0.0990564369050931,0.06721211705853901,0.07513518508428832
105,0.05569420927620625,0.5106132933099664,0.047129114929386894,0.04636039212130269,0.04541125711304654,0.04832321548768198,0.04845290511866295,0.049087944951714216,0.04915668997806703,0.04659491142427236
106,0.048130808215851216,0.08239477546368526,0.035998256206688416,0.02513815423104524,0.03360450399538406,0.03885536623311986,0.03252770484177082,0.04740539542649001,0.03344634912034642,0.042649339269794154
107,1.0,1.444706559220743e-308,1.3118278365132846e-308,1.1070324736918287e-308,1.451889746523347e-308,1.4640621007524727e-308,1.6908277246947073e-308,2.029876521684459e-308,1.7614770377140985e-308,1.779042945553755e-308
108,0.04840275972953199,0.0653883057928483,0.048278410406929484,0.033984544821974445,0.06271032260825049,0.04233831563316421,0.05041746624057249,0.043093403834252114,0.06194842677273482,0.047274729051917805
109,0.05673409354016151,0.06029539582759966,0.07509412249251403,0.02878219098764281,0.047860954924753805,0.11651479238227833,0.0351735487098907,0.18091026412733366,0.042064114434894606,0.11472462162243319
110,0.10621025007849563,0.058861466612119086,0.07611937250275955,0.03489636404670076,0.06028840922133368,0.12424326635674737,0.04717732339663751,0.20524026939022122,0.05596703475649439,0.15024245986661258
112,2.035058723460419e-308,2.0914242167168877e-308,2.264846114120659e-308,2.1237055644920644e-308,4.66511802356372e-308,1.8343009940905382e-308,4.557702739395444e-308,2.0462177295481847e-308,1.0,2.2209162443059004e-308
113,0.6995223411678355,0.039327944305864594,0.025878959366163277,0.02545643632052413,0.027063175559462548,0.029504649705719803,0.03844422525226579,0.046432869562422145,0.03391630217851005,0.0344530965812322
114,0.45214302537639034,0.0699042543964186,0.047039386502154515,0.045177698055270346,0.050589984337270244,0.052375883136686986,0.0725015317678113,0.0825045523133127,0.0648669298461126,0.06289675426857255
115,0.03358408862889369,0.04095955197866287,0.3510209850350715,0.02947563509754793,0.08390548967426059,0.07455176604161538,0.03258516306453052,0.058322043559646486,0.04780020005927393,0.08045935585675386
116,0.03727034017800459,0.04583482126160387,0.264066502288204,0.031405268572429305,0.06332063614948238,0.1104433689857592,0.03327143960621088,0.06986595923622929,0.044472077895623616,0.0851274261182897
117,2.439131709557316e-308,2.202721896868995e-308,5.510964600130593e-308,1.2996636590396934e-308,2.9604205770760824e-308,6.373867092537142e-308,1.631677630190181e-308,8.650581828170649e-308,2.209820898007341e-308,1.0
119,0.05812767939756162,0.04310568300924916,0.06773361425814298,0.0266919474331263,0.061330460397099905,0.06926565677351049,0.03829671897911737,0.1418531368546456,0.051522347694560766,0.211749908467938
120,0.068388726191882,0.04187953428805229,0.06005020855473744,0.024366922357628093,0.0434965486203631,0.11036606998629322,0.03173808224473036,0.14726556038091365,0.038132346542768675,0.13608250065406624
121,0.06259320653806809,0.06959444411332097,0.08915408119704744,0.03342463301669716,0.0500181770900947,0.1929129723909345,0.03724534416337131,0.12353953081587912,0.04296261104809935,0.10784613675807111
122,1.4424186476947726e-308,1.9598635463450445e-308,1.2155372025899604e-308,1.0,1.4721901512334783e-308,1.13703885352917e-308,3.914372636240331e-308,1.2172620932984656e-308,2.259986237596246e-308,1.1191094855652124e-308
123,0.6888626955015842,0.03196231679276642,0.02905277408722951,0.02414156502816412,0.03185287675011019,0.032826340572194204,0.03699280949261018,0.045986602532587156,0.038462311278053045,0.03985970796470088
124,0.04554899010736643,0.04489105580003248,0.09853531004813487,0.031628905147962474,0.1554687523200008,0.06162184080807367,0.04620064046446771,0.07454213686562546,0.08141803504227069,0.107782048717684
125,1.0,2.5872799567001766e-308,1.818917056170466e-308,1.363760575419643e-308,1.7626715460291913e-308,2.3158773307901805e-308,1.9085281099591567e-308,3.303372577666172e-308,1.8969082667911644e-308,2.677180570233077e-308
126,0.03890149567481586,0.04797102582610826,0.34060783600002476,0.03297379022236728,0.0990502018978082,0.08364518345999211,0.03743728265905388,0.06987868889079626,0.055804730925501776,0.10227429063542787
127,0.029379575464702015,0.06406448033367451,0.039220366246255356,0.03169117829907851,0.040416814785705454,0.032876834405931685,0.036923127179255985,0.034322977643688364,0.04234549872769617,0.034815220647980184
128,0.032019759702197406,0.038375184520681845,0.03600075539987301,0.04331468017713459,0.06333519294844267,0.02934114179889752,0.09865331414414936,0.03196882361603493,0.33103829563279563,0.032983785912698696
129,0.22366853460343414,0.07104880942391376,0.05488956422768571,0.037478954393191,0.052057649465681824,0.07056301347259994,0.05415460831119961,0.13133868516787378,0.05610826021589106,0.0887057055326923
130,0.05436169498265841,0.10135082329097302,0.040023481767776946,0.030309902090447843,0.033340712296222416,0.050625951315169636,0.034845766788270026,0.05750608159497242,0.03365694434085757,0.04634658456574941
