original_index,0,1,2,3,4,5,6
117,1.0,8.528547050405575e-309,9.601733531841927e-309,7.615711984688406e-309,7.302912207420984e-309,8.72170976889356e-309,1.00242528638647e-308
119,0.0996777794360272,0.06647685403506144,0.26335777361859064,0.07155324054963876,0.09516122061945562,0.055607094247197064,0.16179230858485988
120,0.01695804699234481,0.04340346899077725,0.029955000683617516,0.8056205407628709,0.04490253654531457,0.030635610263032072,0.023552747549847264
121,0.08673560247892417,0.07295739936473317,0.19493162395868002,0.07831741014429021,0.09262132387382849,0.06031090117489808,0.1322411132240388
122,1.027338019282577e-308,1.8176313543681956e-308,1.019107723761692e-308,1.765945359932654e-308,1.087619988373834e-308,1.0,9.541298551721895e-309
123,0.1008227914892256,0.06295378126348514,0.2005388602923504,0.06218624038947694,0.07551189421136259,0.05146029675244814,0.10869879899228237
124,0.054228633894787284,0.0649641430155292,0.0689688355325883,0.052124952859716835,0.0514056682339518,0.05731312068053962,0.04997933760617117
125,0.04370941658513471,0.43578335417781416,0.08533522661806625,0.10545508753292852,0.0709088761119771,0.07333104825633073,0.05070695726132901
126,0.09670644654172875,0.057399567390890305,0.1856480955252937,0.06221344401583278,0.08512407484569834,0.05065407566314495,0.13067107118637333
127,1.0,8.744772284892934e-309,9.35038587863231e-309,7.70922963177326e-309,7.215668939715233e-309,8.986594359046883e-309,9.704060259882187e-309
128,2.092068384089568e-308,1.017393895427509e-308,1.982844814889186e-308,1.300074800383746e-308,1.728634124027144e-308,1.001233585350582e-308,1.0
129,0.5337953129062315,0.07434405938147419,0.08758016876027666,0.06798311104688914,0.06612022996266383,0.07825513135900501,0.09192198658345967
130,0.0454236373316165,0.38445018877129433,0.07330324847481036,0.08901770711228905,0.06677470717169028,0.09374014394620392,0.0473660512972369
131,0.041813212730560816,0.3170777932025495,0.08551405445819527,0.0949266966190715,0.06943901414025011,0.06650670329942451,0.04800372162921717
132,0.041824423171842505,0.06106977774010462,0.11827476979842856,0.09014199222154791,0.5565402341254522,0.04406448860618012,0.07493635750853384
133,0.12022247204910885,0.05646774632358987,0.048817911502865186,0.04774102205803802,0.0401673138935639,0.06531671164270525,0.0479690170198119
134,0.04129714390494783,0.04992035470355476,0.1422348493059606,0.06302868855618597,0.1313921992303535,0.038094350817054215,0.06670963565563225
135,0.5567283717773013,0.06919945332867304,0.0804059883149534,0.06593477952135508,0.061965098280271476,0.07460985268006487,0.09115645609738084
136,0.16538982669844732,0.038727254182805745,0.057162465736919015,0.044210171509503966,0.04495663335796006,0.043472938639349375,0.0849043184244182
137,0.2945931087548368,0.065034781549537,0.07499968062282378,0.061417802329540305,0.05658369468844698,0.06877256076262897,0.08449858187517817
138,9.735189187305593e-309,1.0,1.7358310467450784e-308,2.1153661420054194e-308,1.511785497589942e-308,1.8449428825726286e-308,1.060991184999279e-308
139,0.0413886923687851,0.05132504783610252,0.07994302353587046,0.08093555868853863,0.4332487282720391,0.044072285578824505,0.07071232589736086
140,1.0,8.605328239705796e-309,9.490712776078496e-309,7.86302892571968e-309,7.40287933819973e-309,9.142782650811663e-309,1.026035883215286e-308
141,9.58672177040556e-309,1.0,1.6921382577290523e-308,2.222629472891945e-308,1.497556747095325e-308,1.847984392735131e-308,1.063747274666456e-308
142,0.04875856975972133,0.2266055124950346,0.08731396716356424,0.14685031391998862,0.09621541420292526,0.10715517104723779,0.05736464295020406
143,0.6057753507511325,0.06512374772581347,0.07389541964735073,0.05750919639821135,0.055833186986836154,0.06722693966995598,0.07463615882069986
144,1.0,9.63825420825951e-309,1.4821068143152124e-308,1.0322916008000125e-308,1.143758380581232e-308,1.1030684037825783e-308,1.8527212939459823e-308
145,0.054328381207903904,0.31877963302517004,0.09387972877289714,0.13536366595062596,0.09254004511080113,0.12064035623511891,0.0604730960129002
146,0.03704770045083667,0.19334731451835885,0.07824874231528733,0.07778185534759022,0.060530790003516674,0.0563602726209577,0.04233716894561435
147,0.0752265374660863,0.05928674429626803,0.04635902641881454,0.04869401873229624,0.038528477035159846,0.07156869086435108,0.044198973849806956
148,0.5892594837217658,0.051235522791051494,0.06370106954823866,0.04782397005528916,0.047924610909497324,0.056561291085578655,0.06910944368315568
149,0.04704708080860516,0.05110156327706837,0.08427565988004662,0.0775898165681395,0.33345762003927915,0.04517812549832476,0.08814659622566183
150,1.0356536364082086e-308,1.499012902398803e-308,2.3713389870898663e-308,2.331169464954021e-308,1.0,1.146996637547344e-308,1.727810525215315e-308
151,0.7431999918491466,0.04269072700583468,0.04530146116880015,0.03846520766053811,0.03591602927998611,0.04613673370216575,0.048289849333528756
152,0.027444977234485485,0.07399685850561474,0.03227139436943461,0.05884261646241185,0.03277131090271681,0.14074672192105173,0.02725853125864194
153,1.0725418517389177e-308,1.791719117770043e-308,1.059668231747272e-308,1.7876543667051376e-308,1.140737088762562e-308,1.0,9.858833000515093e-309
154,0.0781236609000126,0.04269622994820807,0.09017779478295562,0.05373795635070577,0.06847041610327216,0.040039607064609135,0.5693291798249025
