0,1,2
0.5751268074629776,0.13135081769954507,0.16576196367883653
0.810194611835704,0.07637590903654622,0.11342947912774977
0.34012867358747745,0.35014968111369377,0.20568175176592185
5.689796468658143e-309,1.0,9.27745425575747e-309
0.6971202123291773,0.11841878147695795,0.15352329512241145
5.549067490276097e-309,1.0,8.212549224889347e-309
6.07688900131082e-309,8.648425662154773e-309,1.0
0.3033250238291643,0.11237537866899881,0.1884538772734727
0.5464184116471552,0.19137871622222846,0.22940364333043076
1.0,3.44577379224901e-309,5.022151891371004e-309
0.2884338183488295,0.17247752050172818,0.18499133396951015
0.2779938089122276,0.17126212012473319,0.18790223022300398
0.827220623943855,0.04841764133202296,0.06908447195090373
1.0,3.88276111775087e-309,5.574755962423527e-309
0.9377254301908503,0.029386401943738497,0.032888167865411114
0.1484935868694329,0.4350857025031969,0.2943577748702434
0.053195699229449236,0.7785767455623583,0.08235714491978159
0.6746351806735565,0.07122076107224884,0.10728739000709056
0.1406763726287098,0.43612037139185794,0.23823124732166054
0.1379192951636564,0.4176122867516152,0.3299734179824691
0.8372885028281895,0.06833152630982514,0.09437997086198548
0.14128161367130257,0.11564600429263985,0.3293670795506929
0.8492200283850968,0.0620744326598067,0.08870553895509654
1.0,5.72748438324721e-309,7.318175346735246e-309
0.17536435805112738,0.43182142193973966,0.17352645559938687
5.335492122642847e-309,1.0,1.075081755076967e-308
0.763984371912844,0.059188279000715854,0.08264684707049658
0.5404469517147233,0.11731287608631409,0.11016900368275846
5.926601691430877e-309,1.0,8.37224094528249e-309
0.6905708595710652,0.106843965649541,0.14137507035450686
0.7613184899984957,0.10485500733306823,0.13382650266843596
0.7481155588120654,0.10213904593353716,0.14974539525439734
0.40469888546257643,0.1251839140409127,0.17852210395892706
0.6139315324377188,0.1742375444687877,0.21183092309349358
0.15220859544691978,0.38107313738039567,0.199734119225112
5.852284475948565e-309,8.61287538295212e-309,1.0
0.7364196675363094,0.11527187149466799,0.14830846096902256
0.5810080608127058,0.16874423422103563,0.2006143467806221
0.39631166654094424,0.19379998436478615,0.1873269755567108
0.8776517998787619,0.049684025047070986,0.07266417507416713
0.8217281100670923,0.07327425440305564,0.10499763552985188
0.8053540570590427,0.08426372384375415,0.11038221909720317
0.8324355576708505,0.07289281899687383,0.09467162333227569
0.4001419346724779,0.17568639392831129,0.14276926514365068
0.6585607499935124,0.09741278471879684,0.1388988140464263
1.0,3.682828768955436e-309,5.2037449503989e-309
0.10126877785235201,0.10319977675953984,0.7498117915437342
0.7758141426880953,0.08886475135752997,0.1353211059543747
0.27515630270630376,0.2983987988319962,0.19668339930659537
0.8080797665858308,0.07888534168866972,0.11303489172549949
0.8100456363241738,0.05850151636141974,0.06581360521926943
0.21017996010161638,0.1418782806422913,0.17926974932596354
1.0,3.52508298309e-309,5.15725196174108e-309
0.15727326512676648,0.3373493571313452,0.22793825547878968
1.0,3.419672313281806e-309,4.99362776377693e-309
0.09840331776351943,0.6484597164526681,0.14377907982389446
0.33430297435276723,0.09920946700353978,0.17270908459540465
0.08031501084009876,0.6231109941265895,0.1820789949310523
0.7444510489698238,0.11012092937125595,0.1454280216589202
0.11956469873713413,0.4904920041523441,0.1727893625163843
1.0,5.70767900210702e-309,6.598508529572916e-309
0.05265554902309093,0.8175004271613031,0.08208077434958039
0.07119625298148183,0.7898257509581661,0.12396732782010701
0.7638230458848896,0.07424466022663505,0.08604773148199206
0.14256837331939928,0.47246158303961905,0.2559894821444323
0.32078738941556134,0.3743717000100974,0.2008010170414343
1.0,6.09583620613686e-309,6.92360856093956e-309
0.5143416931396747,0.14255143438009613,0.20590917344152526
0.06981067190699546,0.1684603215740518,0.4762747294408951
0.08747196838105739,0.7681402725098168,0.11811305334269621
0.8713385566325123,0.05517177289349687,0.07348967047399085
1.0,3.993977334621257e-309,5.92653690997109e-309
0.5003111729667488,0.11821205685523423,0.15430224764775607
