Topic,Count,Name,Representation,Representative_Docs
-1,69,-1_taste_good_like_person,"['taste', 'good', 'like', 'person', 'think', 'things', 'art', 'similar', 'likes', 'means']","['Usually, when someone has good taste I consider their likes/dislikes to be similar to mine, because I believe that I have good taste.  I think my partner, Matt, has good taste. He enjoys things like music/art/decor that takes talent to create and brings happiness to himself and others.', ""For me I think good taste in anything is just from my own perspective of what I consider is good. If I like a certain kind of music for example and you happen to like the same thing, I would say you have good taste in music.  I think my friend has really good taste in fashion, I like his sense of style. I could wear what they wear and look good in them as well. I don't have to wear everything they wear, but either way I still think they have good taste."", 'Someone that has generally liked opinion on certain topics, usually something that aligns with my taste because I like to think my taste is good taste.  They have good taste and they like things that most and I like so they have good taste. My friend, she has taste that aligns with mine and she likes wearing really cool clothes.']"
0,100,0_taste_good_things_think,"['taste', 'good', 'things', 'think', 'person', 'like', 'music', 'people', 'art', 'say']","['When I say that someone has good taste, it means that in my opinion, the things that person likes is similar to what I like, so, therefore, they have good taste. I think my closest friend has good taste because she likes the same things I do, dresses the same way I do, and decorates her home with the same artistic style that I like.', 'If someone has a good taste, then they like things that many people view are ""good"". It\'s a very subjective thing to have a ""good taste"", I think it depends on how you grew up. In certain areas, it\'d be luxury things or elegant things that are defined as good taste. In other parts, it could just be like something that isn\'t as ""Trendy"" as what most people like. I\'d also say that people with ""good taste"", tend to think on their own and don\'t follow what others like. Myself, and as conceited as it sounds, I truly believe I have good taste compared to most people. I say myself because I really have a an amazingly broad spectrum of things I like compared to most people. Even if there\'s something I dislike, I can find a way to appreciate it, I break down everything into deeper parts and go over it, so I really know what my taste is and why it\'s that way. I can relate to everyone, while being so different from everyone, and I think ""good taste"" features a wide variety of unrelated things you\'d like.', 'Personally, someone who has good taste means that the taste they have aligns with my knowledge of what a good taste is. To put simply, what I judge to be good taste is good taste to me. I think majority of my close friends have good taste, but especially my best friend. This is because we like the same things, therefore her taste is very similar to my taste.']"
1,55,1_good_taste_things_like,"['good', 'taste', 'things', 'like', 'look', 'think', 'clothes', 'choices', 'style', 'means']","['To mean it means that the someone being referred to makes or usually for the most part things which are very good in terms of quality or appearance.  In reality though it effectively usually means that the person who is being referred to makes choices usually aligned with mine.  A person who has good taste may also be someone who consistently chooses things which are just generally popular overall. I think RR has good taste because she always dresses well with nicely coordinated accessories.  The clothes she picks  are very fits well and the colors patterns seem to blend well.  She never dresses slovenly or wears clothes whose colors and patterns clash.', 'It means that the things that they like are acceptable to me. That I either I like those things myself or that I can see why they would like said thing.  A friend of mine has very good taste in clothes. They wear things that fit their body and style, and they look great.', 'If someone can think about good clothing and latest fashion then we say he or she has a good taste.  My wife is having good taste, she get good clothes for me and for my family. We all are really like her good taste.']"
